SRA acc,Biosample acc,Bioproject acc,Taxonomia acc,Instrumento,Amostras,Bases,Tamanho,Organismo,Estratégia,Recurso,Seleção,Protocolo,Criação
ERR16838305,SAMEA120920152,PRJEB108586,7175,Illumina NovaSeq X Plus,11791715,3.5,1100.01,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838319,SAMEA120920144,PRJEB108586,7175,Illumina NovaSeq X Plus,32534866,9.8,3110.92,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838338,SAMEA120920112,PRJEB108586,7175,Illumina NovaSeq X Plus,30144306,9.0,2829.87,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838336,SAMEA120920114,PRJEB108586,7175,Illumina NovaSeq X Plus,27882563,8.4,2587.9,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838366,SAMEA120920050,PRJEB108586,7175,Illumina NovaSeq X Plus,6605745,2.0,549.19,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838352,SAMEA120920074,PRJEB108586,7175,Illumina NovaSeq X Plus,34201819,10.3,3175.4,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838306,SAMEA120920152,PRJEB108586,7175,Illumina NovaSeq X Plus,22075428,6.6,2092.22,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838325,SAMEA120920135,PRJEB108586,7175,Illumina NovaSeq X Plus,32580982,9.8,3107.45,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838307,SAMEA120920151,PRJEB108586,7175,Illumina NovaSeq X Plus,12511755,3.8,1162.12,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838339,SAMEA120920111,PRJEB108586,7175,Illumina NovaSeq X Plus,44006403,13.2,3650.33,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838354,SAMEA120920071,PRJEB108586,7175,Illumina NovaSeq X Plus,34753230,10.4,3213.13,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838348,SAMEA120920082,PRJEB108586,7175,Illumina NovaSeq X Plus,37553391,11.3,3117.03,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838358,SAMEA120920066,PRJEB108586,7175,Illumina NovaSeq X Plus,18209328,5.5,1704.63,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838330,SAMEA120920128,PRJEB108586,7175,Illumina NovaSeq X Plus,11726036,3.5,1110.73,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838340,SAMEA120920106,PRJEB108586,7175,Illumina NovaSeq X Plus,25625797,7.7,2416.43,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838322,SAMEA120920137,PRJEB108586,7175,Illumina NovaSeq X Plus,7153141,2.1,674.12,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838349,SAMEA120920081,PRJEB108586,7175,Illumina NovaSeq X Plus,33795912,10.1,2802.03,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838320,SAMEA120920143,PRJEB108586,7175,Illumina NovaSeq X Plus,31979268,9.6,3060.09,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838318,SAMEA120920145,PRJEB108586,7175,Illumina NovaSeq X Plus,35659508,10.7,3383.18,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838312,SAMEA120920149,PRJEB108586,7175,Illumina NovaSeq X Plus,27356957,8.2,2607.8,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838316,SAMEA120920146,PRJEB108586,7175,Illumina NovaSeq X Plus,7592414,2.3,707.77,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838347,SAMEA120920091,PRJEB108586,7175,Illumina NovaSeq X Plus,40886083,12.3,3388.87,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838345,SAMEA120920103,PRJEB108586,7175,Illumina NovaSeq X Plus,5338046,1.6,499.56,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838308,SAMEA120920151,PRJEB108586,7175,Illumina NovaSeq X Plus,22045974,6.6,2081.64,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16838328,SAMEA120920129,PRJEB108586,7175,Illumina NovaSeq X Plus,55220360,16.6,5166.97,Culex pipiens,WGS,Genomic,Pcr,,2026/03/17
ERR16833819,SAMEA120920228,PRJEB108586,7175,Illumina NovaSeq X Plus,29035283,8.7,2439.28,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833840,SAMEA120920191,PRJEB108586,7175,Illumina NovaSeq X Plus,3017127,0.9,294.79,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833866,SAMEA120920116,PRJEB108586,7175,Illumina NovaSeq X Plus,35844180,10.8,3346.82,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833831,SAMEA120920202,PRJEB108586,7175,Illumina NovaSeq X Plus,22106363,6.6,1974.64,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833828,SAMEA120920205,PRJEB108586,7175,Illumina NovaSeq X Plus,21187775,6.4,1902.37,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833870,SAMEA120920097,PRJEB108586,7175,Illumina NovaSeq X Plus,36061977,10.8,3424.95,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833872,SAMEA120920095,PRJEB108586,7175,Illumina NovaSeq X Plus,43526949,13.1,3652.9,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833837,SAMEA120920193,PRJEB108586,7175,Illumina NovaSeq X Plus,22846131,6.9,2037.79,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833822,SAMEA120920226,PRJEB108586,7175,Illumina NovaSeq X Plus,32591495,9.8,2736.92,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833846,SAMEA120920188,PRJEB108586,7175,Illumina NovaSeq X Plus,18559668,5.6,1645.86,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833862,SAMEA120920154,PRJEB108586,7175,Illumina NovaSeq X Plus,40837298,12.3,3904.95,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833839,SAMEA120920192,PRJEB108586,7175,Illumina NovaSeq X Plus,18700136,5.6,1658.45,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833826,SAMEA120920210,PRJEB108586,7175,Illumina NovaSeq X Plus,16246539,4.9,1441.64,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833821,SAMEA120920227,PRJEB108586,7175,Illumina NovaSeq X Plus,24464195,7.3,2229.93,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833856,SAMEA120920178,PRJEB108586,7175,Illumina NovaSeq X Plus,10340024,3.1,1031.82,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833848,SAMEA120920187,PRJEB108586,7175,Illumina NovaSeq X Plus,2675923,0.8,261.49,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833844,SAMEA120920189,PRJEB108586,7175,Illumina NovaSeq X Plus,20470105,6.1,1828.87,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833858,SAMEA120920177,PRJEB108586,7175,Illumina NovaSeq X Plus,3906975,1.2,391.8,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833867,SAMEA120920110,PRJEB108586,7175,Illumina NovaSeq X Plus,35941742,10.8,3376.4,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833878,SAMEA120920075,PRJEB108586,7175,Illumina NovaSeq X Plus,49277900,14.8,4610.25,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833835,SAMEA120920195,PRJEB108586,7175,Illumina NovaSeq X Plus,19878783,6.0,1776.55,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833874,SAMEA120920093,PRJEB108586,7175,Illumina NovaSeq X Plus,37877627,11.4,3168.84,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833850,SAMEA120920182,PRJEB108586,7175,Illumina NovaSeq X Plus,3227891,1.0,318.62,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833836,SAMEA120920194,PRJEB108586,7175,Illumina NovaSeq X Plus,21027512,6.3,1900.4,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833847,SAMEA120920187,PRJEB108586,7175,Illumina NovaSeq X Plus,18386050,5.5,1621.22,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833863,SAMEA120920131,PRJEB108586,7175,Illumina NovaSeq X Plus,37011944,11.1,3484.68,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833877,SAMEA120920076,PRJEB108586,7175,Illumina NovaSeq X Plus,35528503,10.7,3226.18,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833841,SAMEA120920191,PRJEB108586,7175,Illumina NovaSeq X Plus,18656220,5.6,1649.84,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833868,SAMEA120920109,PRJEB108586,7175,Illumina NovaSeq X Plus,45113076,13.5,4228.93,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833864,SAMEA120920130,PRJEB108586,7175,Illumina NovaSeq X Plus,35176859,10.6,3345.17,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833830,SAMEA120920203,PRJEB108586,7175,Illumina NovaSeq X Plus,22228981,6.7,1988.99,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833875,SAMEA120920084,PRJEB108586,7175,Illumina NovaSeq X Plus,35080627,10.5,2888.21,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833829,SAMEA120920204,PRJEB108586,7175,Illumina NovaSeq X Plus,21151134,6.3,1892.09,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833851,SAMEA120920181,PRJEB108586,7175,Illumina NovaSeq X Plus,2956162,0.9,289.56,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833860,SAMEA120920162,PRJEB108586,7175,Illumina NovaSeq X Plus,27717279,8.3,2607.63,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833842,SAMEA120920190,PRJEB108586,7175,Illumina NovaSeq X Plus,23588893,7.1,2087.04,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833859,SAMEA120920162,PRJEB108586,7175,Illumina NovaSeq X Plus,5503899,1.7,509.97,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833855,SAMEA120920178,PRJEB108586,7175,Illumina NovaSeq X Plus,10901103,3.3,964.49,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833869,SAMEA120920108,PRJEB108586,7175,Illumina NovaSeq X Plus,32828608,9.8,3084.0,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833857,SAMEA120920177,PRJEB108586,7175,Illumina NovaSeq X Plus,18760624,5.6,1689.75,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833818,SAMEA120920229,PRJEB108586,7175,Illumina NovaSeq X Plus,19976804,6.0,1823.52,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833865,SAMEA120920117,PRJEB108586,7175,Illumina NovaSeq X Plus,33882702,10.2,3172.41,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833873,SAMEA120920094,PRJEB108586,7175,Illumina NovaSeq X Plus,37062353,11.1,3096.43,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833852,SAMEA120920181,PRJEB108586,7175,Illumina NovaSeq X Plus,17867895,5.4,1570.84,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833861,SAMEA120920155,PRJEB108586,7175,Illumina NovaSeq X Plus,36543515,11.0,3505.19,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833871,SAMEA120920096,PRJEB108586,7175,Illumina NovaSeq X Plus,40674464,12.2,3372.52,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833853,SAMEA120920180,PRJEB108586,7175,Illumina NovaSeq X Plus,20012366,6.0,1764.26,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833845,SAMEA120920188,PRJEB108586,7175,Illumina NovaSeq X Plus,3537688,1.1,348.82,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833838,SAMEA120920192,PRJEB108586,7175,Illumina NovaSeq X Plus,2873463,0.9,282.12,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833876,SAMEA120920083,PRJEB108586,7175,Illumina NovaSeq X Plus,33168959,10.0,2728.14,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833849,SAMEA120920182,PRJEB108586,7175,Illumina NovaSeq X Plus,19465229,5.8,1735.76,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16833827,SAMEA120920210,PRJEB108586,7175,Illumina NovaSeq X Plus,4727555,1.4,475.16,Culex pipiens,WGS,Genomic,Pcr,,2026/03/15
ERR16829954,SAMEA120920211,PRJEB108586,7175,Illumina NovaSeq X Plus,6940158,2.1,682.49,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829953,SAMEA120920211,PRJEB108586,7175,Illumina NovaSeq X Plus,13287980,4.0,1161.49,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833816,SAMEA120920231,PRJEB108586,7175,Illumina NovaSeq X Plus,4974374,1.5,392.98,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833811,SAMEA120920234,PRJEB108586,7175,Illumina NovaSeq X Plus,5143611,1.5,404.66,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829943,SAMEA120920254,PRJEB108586,7175,Illumina NovaSeq X Plus,15435776,4.6,1275.58,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829955,SAMEA120920196,PRJEB108586,7175,Illumina NovaSeq X Plus,19830235,5.9,1784.32,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833798,SAMEA120920243,PRJEB108586,7175,Illumina NovaSeq X Plus,18069293,5.4,1644.65,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833882,SAMEA120920051,PRJEB108586,7175,Illumina NovaSeq X Plus,32711475,9.8,2975.52,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833796,SAMEA120920244,PRJEB108586,7175,Illumina NovaSeq X Plus,28636938,8.6,2594.14,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833812,SAMEA120920234,PRJEB108586,7175,Illumina NovaSeq X Plus,16684019,5.0,1570.9,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829961,SAMEA120920087,PRJEB108586,7175,Illumina NovaSeq X Plus,6814024,2.0,576.69,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833806,SAMEA120920237,PRJEB108586,7175,Illumina NovaSeq X Plus,4783180,1.4,387.59,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829940,SAMEA120920255,PRJEB108586,7175,Illumina NovaSeq X Plus,16959031,5.1,1417.34,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833880,SAMEA120920069,PRJEB108586,7175,Illumina NovaSeq X Plus,49385151,14.8,4376.93,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833817,SAMEA120920230,PRJEB108586,7175,Illumina NovaSeq X Plus,22200881,6.7,2032.0,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829941,SAMEA120920255,PRJEB108586,7175,Illumina NovaSeq X Plus,8765004,2.6,860.01,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833883,SAMEA120920043,PRJEB108586,7175,Illumina NovaSeq X Plus,34493801,10.3,2920.14,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833810,SAMEA120920235,PRJEB108586,7175,Illumina NovaSeq X Plus,5481098,1.6,433.27,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829951,SAMEA120920213,PRJEB108586,7175,Illumina NovaSeq X Plus,6698098,2.0,662.98,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833799,SAMEA120920242,PRJEB108586,7175,Illumina NovaSeq X Plus,4313879,1.3,337.36,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829945,SAMEA120920253,PRJEB108586,7175,Illumina NovaSeq X Plus,25209290,7.6,2287.65,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833801,SAMEA120920241,PRJEB108586,7175,Illumina NovaSeq X Plus,21112689,6.3,1934.28,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833791,SAMEA120920248,PRJEB108586,7175,Illumina NovaSeq X Plus,20467297,6.1,1859.8,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833813,SAMEA120920233,PRJEB108586,7175,Illumina NovaSeq X Plus,27702262,8.3,2278.26,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833793,SAMEA120920246,PRJEB108586,7175,Illumina NovaSeq X Plus,4209092,1.3,349.45,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833788,SAMEA120920249,PRJEB108586,7175,Illumina NovaSeq X Plus,3060028,0.9,239.43,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833809,SAMEA120920235,PRJEB108586,7175,Illumina NovaSeq X Plus,16048090,4.8,1463.43,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833792,SAMEA120920247,PRJEB108586,7175,Illumina NovaSeq X Plus,30591980,9.2,2522.06,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833795,SAMEA120920245,PRJEB108586,7175,Illumina NovaSeq X Plus,22059057,6.6,1822.92,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829956,SAMEA120920163,PRJEB108586,7175,Illumina NovaSeq X Plus,7144222,2.1,670.64,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829949,SAMEA120920214,PRJEB108586,7175,Illumina NovaSeq X Plus,3825966,1.1,372.85,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833789,SAMEA120920249,PRJEB108586,7175,Illumina NovaSeq X Plus,16086268,4.8,1456.99,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833803,SAMEA120920239,PRJEB108586,7175,Illumina NovaSeq X Plus,24170728,7.3,2039.79,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829962,SAMEA120920087,PRJEB108586,7175,Illumina NovaSeq X Plus,27760935,8.3,2439.02,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829950,SAMEA120920213,PRJEB108586,7175,Illumina NovaSeq X Plus,13929554,4.2,1237.47,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829944,SAMEA120920254,PRJEB108586,7175,Illumina NovaSeq X Plus,9486638,2.8,915.84,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833797,SAMEA120920243,PRJEB108586,7175,Illumina NovaSeq X Plus,3839627,1.2,317.43,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829960,SAMEA120920088,PRJEB108586,7175,Illumina NovaSeq X Plus,46841303,14.1,3917.76,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833814,SAMEA120920232,PRJEB108586,7175,Illumina NovaSeq X Plus,25688047,7.7,2168.95,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833879,SAMEA120920070,PRJEB108586,7175,Illumina NovaSeq X Plus,37291742,11.2,3414.74,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833807,SAMEA120920236,PRJEB108586,7175,Illumina NovaSeq X Plus,12589593,3.8,1054.04,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833802,SAMEA120920240,PRJEB108586,7175,Illumina NovaSeq X Plus,22771783,6.8,1907.47,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833790,SAMEA120920249,PRJEB108586,7175,Illumina NovaSeq X Plus,15141320,4.5,1277.57,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829952,SAMEA120920212,PRJEB108586,7175,Illumina NovaSeq X Plus,20214459,6.1,1779.78,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829963,SAMEA120920086,PRJEB108586,7175,Illumina NovaSeq X Plus,41642285,12.5,3484.81,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833884,SAMEA120920043,PRJEB108586,7175,Illumina NovaSeq X Plus,10179059,3.1,949.44,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833794,SAMEA120920246,PRJEB108586,7175,Illumina NovaSeq X Plus,16946806,5.1,1551.83,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829947,SAMEA120920251,PRJEB108586,7175,Illumina NovaSeq X Plus,25318909,7.6,2093.35,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829957,SAMEA120920163,PRJEB108586,7175,Illumina NovaSeq X Plus,24767993,7.4,2372.01,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829946,SAMEA120920252,PRJEB108586,7175,Illumina NovaSeq X Plus,26899306,8.1,2209.6,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833815,SAMEA120920231,PRJEB108586,7175,Illumina NovaSeq X Plus,19269433,5.8,1755.43,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833808,SAMEA120920236,PRJEB108586,7175,Illumina NovaSeq X Plus,9718836,2.9,783.18,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833881,SAMEA120920055,PRJEB108586,7175,Illumina NovaSeq X Plus,46818470,14.0,4276.9,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833800,SAMEA120920242,PRJEB108586,7175,Illumina NovaSeq X Plus,16025662,4.8,1509.34,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16829948,SAMEA120920214,PRJEB108586,7175,Illumina NovaSeq X Plus,19113489,5.7,1676.47,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833804,SAMEA120920238,PRJEB108586,7175,Illumina NovaSeq X Plus,20612269,6.2,1862.67,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
ERR16833805,SAMEA120920237,PRJEB108586,7175,Illumina NovaSeq X Plus,19032931,5.7,1775.71,Culex pipiens,WGS,Genomic,Pcr,,2026/03/14
SRR37626133,SAMN56418661,PRJNA1434718,420550,MinION,4000,0.0,3.18,Culex univittatus,AMPLICON,Genomic,Pcr,,2026/03/14
SRR37626137,SAMN56418657,PRJNA1434718,7175,MinION,4,0.0,0.06,Culex pipiens,AMPLICON,Genomic,Pcr,,2026/03/14
ERR16823989,SAMEA120920099,PRJEB108586,7175,Illumina NovaSeq X Plus,34386018,10.3,3278.54,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823978,SAMEA120920123,PRJEB108586,7175,Illumina NovaSeq X Plus,24119107,7.2,2298.08,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823976,SAMEA120920132,PRJEB108586,7175,Illumina NovaSeq X Plus,27627413,8.3,2652.6,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823964,SAMEA120920157,PRJEB108586,7175,Illumina NovaSeq X Plus,31792391,9.5,3073.55,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823987,SAMEA120920101,PRJEB108586,7175,Illumina NovaSeq X Plus,39057292,11.7,3673.91,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823995,SAMEA120920060,PRJEB108586,7175,Illumina NovaSeq X Plus,53584085,16.1,4801.95,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823993,SAMEA120920062,PRJEB108586,7175,Illumina NovaSeq X Plus,33560984,10.1,3054.82,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823969,SAMEA120920140,PRJEB108586,7175,Illumina NovaSeq X Plus,5188559,1.6,487.49,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823980,SAMEA120920122,PRJEB108586,7175,Illumina NovaSeq X Plus,42408980,12.7,3538.47,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823974,SAMEA120920133,PRJEB108586,7175,Illumina NovaSeq X Plus,43804792,13.1,4201.61,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823983,SAMEA120920119,PRJEB108586,7175,Illumina NovaSeq X Plus,34662509,10.4,3293.99,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16829964,SAMEA120920085,PRJEB108586,7175,Illumina NovaSeq X Plus,18220505,5.5,1552.42,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823982,SAMEA120920120,PRJEB108586,7175,Illumina NovaSeq X Plus,37767372,11.3,3562.53,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823956,SAMEA120920164,PRJEB108586,7175,Illumina NovaSeq X Plus,45872266,13.8,4400.57,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823994,SAMEA120920061,PRJEB108586,7175,Illumina NovaSeq X Plus,34932356,10.5,3213.23,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
ERR16823970,SAMEA120920139,PRJEB108586,7175,Illumina NovaSeq X Plus,9786029,2.9,923.45,Culex pipiens,WGS,Genomic,Pcr,,2026/03/13
