SRA acc,Biosample acc,Bioproject acc,Taxonomia acc,Instrumento,Amostras,Bases,Tamanho,Organismo,Estratégia,Recurso,Seleção,Protocolo,Criação
SRR22895792,SAMN31775510,PRJNA913104,7175,Illumina MiSeq,475920,0.2,112.56,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895793,SAMN31775509,PRJNA913104,7175,Illumina MiSeq,594233,0.2,130.39,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895798,SAMN31775433,PRJNA913104,7175,Illumina MiSeq,405697,0.2,76.19,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895816,SAMN31775488,PRJNA913104,7175,Illumina MiSeq,543590,0.2,120.59,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895817,SAMN31775487,PRJNA913104,7175,Illumina MiSeq,771216,0.3,125.7,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895818,SAMN31775486,PRJNA913104,7175,Illumina MiSeq,693541,0.3,123.19,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895819,SAMN31775485,PRJNA913104,7175,Illumina MiSeq,602452,0.2,127.66,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895820,SAMN31775431,PRJNA913104,7178,Illumina MiSeq,429443,0.2,99.78,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895821,SAMN31775484,PRJNA913104,7175,Illumina MiSeq,530738,0.3,171.13,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895822,SAMN31775483,PRJNA913104,7175,Illumina MiSeq,589288,0.2,111.58,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895823,SAMN31775482,PRJNA913104,7175,Illumina MiSeq,692983,0.3,130.24,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895824,SAMN31775481,PRJNA913104,7175,Illumina MiSeq,631452,0.2,116.6,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895825,SAMN31775480,PRJNA913104,7175,Illumina MiSeq,710286,0.3,134.47,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895826,SAMN31775479,PRJNA913104,7175,Illumina MiSeq,529062,0.2,105.94,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895827,SAMN31775478,PRJNA913104,7175,Illumina MiSeq,469616,0.2,101.93,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895831,SAMN31775430,PRJNA913104,7178,Illumina MiSeq,375920,0.2,86.03,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895840,SAMN31775466,PRJNA913104,2860240,Illumina MiSeq,372108,0.2,92.02,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895842,SAMN31775429,PRJNA913104,7178,Illumina MiSeq,305603,0.1,69.24,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895845,SAMN31775462,PRJNA913104,2860240,Illumina MiSeq,320434,0.1,70.01,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895848,SAMN31775459,PRJNA913104,561267,Illumina MiSeq,368681,0.2,82.25,Culex theileri,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895849,SAMN31775458,PRJNA913104,2860240,Illumina MiSeq,422844,0.2,92.8,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895850,SAMN31775457,PRJNA913104,2860240,Illumina MiSeq,535787,0.2,95.52,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895853,SAMN31775428,PRJNA913104,7178,Illumina MiSeq,300432,0.1,73.82,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895854,SAMN31775454,PRJNA913104,7178,Illumina MiSeq,364159,0.2,78.86,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895855,SAMN31775453,PRJNA913104,7178,Illumina MiSeq,431652,0.2,92.31,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895856,SAMN31775452,PRJNA913104,561267,Illumina MiSeq,405585,0.2,91.82,Culex theileri,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895857,SAMN31775451,PRJNA913104,2860240,Illumina MiSeq,381422,0.2,80.23,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895858,SAMN31775450,PRJNA913104,2860240,Illumina MiSeq,538931,0.2,100.12,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895859,SAMN31775449,PRJNA913104,2860240,Illumina MiSeq,547743,0.2,96.13,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895860,SAMN31775448,PRJNA913104,2860240,Illumina MiSeq,574205,0.2,97.46,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895861,SAMN31775447,PRJNA913104,7175,Illumina MiSeq,484321,0.2,95.88,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895862,SAMN31775446,PRJNA913104,7175,Illumina MiSeq,392123,0.2,79.5,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895863,SAMN31775445,PRJNA913104,7175,Illumina MiSeq,476179,0.2,101.26,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895864,SAMN31775427,PRJNA913104,7178,Illumina MiSeq,307500,0.2,76.18,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895865,SAMN31775444,PRJNA913104,7175,Illumina MiSeq,383788,0.2,80.34,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895866,SAMN31775443,PRJNA913104,7175,Illumina MiSeq,374269,0.2,81.39,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895867,SAMN31775442,PRJNA913104,7175,Illumina MiSeq,498341,0.2,108.94,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895868,SAMN31775441,PRJNA913104,7175,Illumina MiSeq,566385,0.2,99.17,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895869,SAMN31775440,PRJNA913104,7175,Illumina MiSeq,448987,0.2,84.78,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895870,SAMN31775439,PRJNA913104,7175,Illumina MiSeq,427213,0.2,79.26,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895871,SAMN31775438,PRJNA913104,7175,Illumina MiSeq,399968,0.2,83.01,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895872,SAMN31775437,PRJNA913104,7175,Illumina MiSeq,375692,0.2,76.12,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895873,SAMN31775436,PRJNA913104,7175,Illumina MiSeq,347334,0.1,71.1,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895874,SAMN31775435,PRJNA913104,7175,Illumina MiSeq,367645,0.2,77.47,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895875,SAMN31775426,PRJNA913104,7178,Illumina MiSeq,285008,0.1,68.2,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22895876,SAMN31775425,PRJNA913104,561267,Illumina MiSeq,343593,0.1,76.38,Culex theileri,AMPLICON,Metagenomic,Random Pcr,,2022/12/27
SRR22809014,SAMN31775628,PRJNA913104,7175,Illumina MiSeq,762938,0.5,297.31,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809015,SAMN31775627,PRJNA913104,7175,Illumina MiSeq,833660,0.5,354.51,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809016,SAMN31775626,PRJNA913104,7175,Illumina MiSeq,925787,0.6,340.22,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809017,SAMN31775625,PRJNA913104,7175,Illumina MiSeq,1176359,0.7,428.72,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809018,SAMN31775624,PRJNA913104,7175,Illumina MiSeq,632844,0.4,263.14,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809020,SAMN31775667,PRJNA913104,7175,Illumina MiSeq,162024,0.1,48.75,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809021,SAMN31775666,PRJNA913104,7175,Illumina MiSeq,131953,0.1,40.55,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809022,SAMN31775665,PRJNA913104,7175,Illumina MiSeq,134927,0.1,39.15,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809023,SAMN31775664,PRJNA913104,7175,Illumina MiSeq,168823,0.1,54.84,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809024,SAMN31775663,PRJNA913104,7175,Illumina MiSeq,183063,0.1,56.31,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809025,SAMN31775662,PRJNA913104,7175,Illumina MiSeq,1010835,0.2,146.98,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809026,SAMN31775661,PRJNA913104,7175,Illumina MiSeq,168791,0.1,45.19,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809028,SAMN31775659,PRJNA913104,7175,Illumina MiSeq,176903,0.1,46.48,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809029,SAMN31775623,PRJNA913104,561267,Illumina MiSeq,370573,0.2,148.41,Culex theileri,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809030,SAMN31775658,PRJNA913104,7175,Illumina MiSeq,131017,0.1,39.32,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809031,SAMN31775657,PRJNA913104,7175,Illumina MiSeq,159261,0.1,39.9,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809032,SAMN31775656,PRJNA913104,7175,Illumina MiSeq,178253,0.1,47.49,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809033,SAMN31775655,PRJNA913104,7175,Illumina MiSeq,153339,0.1,40.18,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809034,SAMN31775654,PRJNA913104,7175,Illumina MiSeq,129290,0.1,35.07,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809035,SAMN31775653,PRJNA913104,7175,Illumina MiSeq,205652,0.1,63.38,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809036,SAMN31775652,PRJNA913104,7175,Illumina MiSeq,200423,0.1,55.61,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809037,SAMN31775651,PRJNA913104,7175,Illumina MiSeq,133923,0.1,45.32,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809038,SAMN31775650,PRJNA913104,7175,Illumina MiSeq,169742,0.1,50.32,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809039,SAMN31775649,PRJNA913104,7175,Illumina MiSeq,161135,0.1,53.77,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809040,SAMN31775622,PRJNA913104,7175,Illumina MiSeq,669537,0.4,266.14,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809041,SAMN31775648,PRJNA913104,7175,Illumina MiSeq,189424,0.1,46.38,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809042,SAMN31775647,PRJNA913104,7175,Illumina MiSeq,244484,0.1,54.22,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809043,SAMN31775646,PRJNA913104,7175,Illumina MiSeq,261364,0.1,83.01,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809045,SAMN31775644,PRJNA913104,7175,Illumina MiSeq,128759,0.1,39.33,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809046,SAMN31775643,PRJNA913104,7175,Illumina MiSeq,178853,0.1,57.2,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809047,SAMN31775642,PRJNA913104,7175,Illumina MiSeq,161848,0.1,32.04,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809049,SAMN31775640,PRJNA913104,7175,Illumina MiSeq,644449,0.4,265.34,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809050,SAMN31775639,PRJNA913104,7175,Illumina MiSeq,1131423,0.7,418.73,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809051,SAMN31775621,PRJNA913104,7175,Illumina MiSeq,734981,0.4,288.94,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809052,SAMN31775638,PRJNA913104,7175,Illumina MiSeq,784491,0.5,290.63,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809053,SAMN31775637,PRJNA913104,561267,Illumina MiSeq,634109,0.4,257.15,Culex theileri,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809058,SAMN31775632,PRJNA913104,7175,Illumina MiSeq,569887,0.3,228.78,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809059,SAMN31775631,PRJNA913104,7175,Illumina MiSeq,1279615,0.8,472.83,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809060,SAMN31775630,PRJNA913104,7175,Illumina MiSeq,602121,0.4,242.04,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809061,SAMN31775629,PRJNA913104,7175,Illumina MiSeq,917937,0.6,352.4,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809062,SAMN31775620,PRJNA913104,7175,Illumina MiSeq,685129,0.4,272.64,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22809063,SAMN31775619,PRJNA913104,7175,Illumina MiSeq,881972,0.5,331.22,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/19
SRR22779105,SAMN31775424,PRJNA913104,7175,Illumina MiSeq,166351,0.1,45.25,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779106,SAMN31775423,PRJNA913104,7175,Illumina MiSeq,311121,0.2,80.94,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779107,SAMN31775422,PRJNA913104,7175,Illumina MiSeq,440757,0.2,107.53,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779108,SAMN31775421,PRJNA913104,7175,Illumina MiSeq,457570,0.2,111.02,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779109,SAMN31775420,PRJNA913104,7175,Illumina MiSeq,383640,0.2,94.05,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779110,SAMN31775419,PRJNA913104,7175,Illumina MiSeq,459337,0.2,111.3,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779111,SAMN31775418,PRJNA913104,7175,Illumina MiSeq,87,0.0,0.1,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779112,SAMN31775417,PRJNA913104,7175,Illumina MiSeq,346553,0.2,90.25,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779113,SAMN31775416,PRJNA913104,7175,Illumina MiSeq,224234,0.1,61.79,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779114,SAMN31775415,PRJNA913104,7175,Illumina MiSeq,383770,0.2,92.54,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779116,SAMN31775414,PRJNA913104,7175,Illumina MiSeq,328121,0.2,76.75,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779117,SAMN31775413,PRJNA913104,7175,Illumina MiSeq,357584,0.2,90.46,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779118,SAMN31775412,PRJNA913104,7175,Illumina MiSeq,402075,0.2,115.83,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779119,SAMN31775411,PRJNA913104,7175,Illumina MiSeq,337671,0.2,73.96,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779120,SAMN31775410,PRJNA913104,7175,Illumina MiSeq,347508,0.2,82.55,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779121,SAMN31775409,PRJNA913104,7175,Illumina MiSeq,258512,0.1,57.43,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779122,SAMN31775408,PRJNA913104,7175,Illumina MiSeq,206854,0.1,48.96,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779123,SAMN31775407,PRJNA913104,7175,Illumina MiSeq,260046,0.1,64.62,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779124,SAMN31775406,PRJNA913104,7175,Illumina MiSeq,344720,0.2,88.47,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779125,SAMN31775405,PRJNA913104,7175,Illumina MiSeq,294834,0.1,79.26,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779127,SAMN31775404,PRJNA913104,7175,Illumina MiSeq,401439,0.2,99.89,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22779128,SAMN31775403,PRJNA913104,7175,Illumina MiSeq,353190,0.2,86.77,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767435,SAMN31775289,PRJNA913104,7175,Illumina MiSeq,147878,0.0,18.25,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767436,SAMN31775288,PRJNA913104,7175,Illumina MiSeq,57931,0.0,7.56,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767439,SAMN31775286,PRJNA913104,7175,Illumina MiSeq,267468,0.1,64.01,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767440,SAMN31775285,PRJNA913104,7175,Illumina MiSeq,292757,0.1,53.97,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767442,SAMN31775283,PRJNA913104,7175,Illumina MiSeq,275677,0.1,57.74,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767444,SAMN31775281,PRJNA913104,2860240,Illumina MiSeq,135884,0.0,23.94,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767445,SAMN31775280,PRJNA913104,7175,Illumina MiSeq,158221,0.1,32.25,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767446,SAMN31775279,PRJNA913104,7175,Illumina MiSeq,220698,0.1,45.87,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767447,SAMN31775278,PRJNA913104,7175,Illumina MiSeq,230388,0.1,48.43,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767448,SAMN31775277,PRJNA913104,7175,Illumina MiSeq,109462,0.0,25.95,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767450,SAMN31775276,PRJNA913104,7175,Illumina MiSeq,271986,0.1,51.59,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767451,SAMN31775275,PRJNA913104,7175,Illumina MiSeq,236054,0.1,46.49,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767452,SAMN31775274,PRJNA913104,7175,Illumina MiSeq,255657,0.1,52.6,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767453,SAMN31775273,PRJNA913104,7175,Illumina MiSeq,165999,0.1,34.17,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767454,SAMN31775272,PRJNA913104,7175,Illumina MiSeq,178031,0.1,33.15,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767455,SAMN31775271,PRJNA913104,7175,Illumina MiSeq,227460,0.1,44.92,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767456,SAMN31775270,PRJNA913104,7175,Illumina MiSeq,215319,0.1,38.69,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767457,SAMN31775269,PRJNA913104,7175,Illumina MiSeq,255916,0.1,52.16,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767458,SAMN31775268,PRJNA913104,7175,Illumina MiSeq,221486,0.1,42.41,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767459,SAMN31775267,PRJNA913104,7175,Illumina MiSeq,178020,0.1,38.5,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767461,SAMN31775266,PRJNA913104,7175,Illumina MiSeq,215133,0.1,47.05,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767464,SAMN31775263,PRJNA913104,7175,Illumina MiSeq,239895,0.1,45.92,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767466,SAMN31775261,PRJNA913104,7175,Illumina MiSeq,296695,0.1,63.37,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767467,SAMN31775260,PRJNA913104,7175,Illumina MiSeq,155614,0.1,34.35,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767468,SAMN31775259,PRJNA913104,7175,Illumina MiSeq,190824,0.1,42.79,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767469,SAMN31775258,PRJNA913104,7175,Illumina MiSeq,232440,0.1,46.72,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767470,SAMN31775257,PRJNA913104,7175,Illumina MiSeq,149209,0.1,29.06,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767472,SAMN31775256,PRJNA913104,7175,Illumina MiSeq,187270,0.1,31.88,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767473,SAMN31775255,PRJNA913104,7175,Illumina MiSeq,243817,0.1,44.01,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767474,SAMN31775254,PRJNA913104,7175,Illumina MiSeq,240649,0.1,51.27,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767475,SAMN31775253,PRJNA913104,7175,Illumina MiSeq,207342,0.1,38.05,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767476,SAMN31775252,PRJNA913104,7175,Illumina MiSeq,250585,0.1,40.05,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767477,SAMN31775251,PRJNA913104,7175,Illumina MiSeq,250380,0.1,47.26,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767478,SAMN31775250,PRJNA913104,2860240,Illumina MiSeq,281679,0.1,55.39,Culex pusillus,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767479,SAMN31775249,PRJNA913104,7175,Illumina MiSeq,192313,0.1,29.8,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2022/12/16
SRR22767298,SAMN31775299,PRJNA913104,7175,Illumina MiSeq,293587,0.1,79.95,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767307,SAMN31775371,PRJNA913104,7178,Illumina MiSeq,85362,0.0,23.4,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767308,SAMN31775370,PRJNA913104,7178,Illumina MiSeq,98231,0.0,27.68,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767309,SAMN31775298,PRJNA913104,7175,Illumina MiSeq,440374,0.2,118.62,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767310,SAMN31775369,PRJNA913104,7178,Illumina MiSeq,206787,0.1,57.73,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767311,SAMN31775368,PRJNA913104,7178,Illumina MiSeq,349982,0.1,67.22,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767312,SAMN31775367,PRJNA913104,561267,Illumina MiSeq,159483,0.1,45.47,Culex theileri,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767313,SAMN31775366,PRJNA913104,7175,Illumina MiSeq,66890,0.0,18.62,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767314,SAMN31775365,PRJNA913104,7175,Illumina MiSeq,225782,0.1,61.95,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767315,SAMN31775364,PRJNA913104,7175,Illumina MiSeq,62648,0.0,18.44,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767316,SAMN31775363,PRJNA913104,7175,Illumina MiSeq,95952,0.0,26.36,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767317,SAMN31775362,PRJNA913104,7175,Illumina MiSeq,102795,0.0,29.86,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767318,SAMN31775361,PRJNA913104,7175,Illumina MiSeq,120003,0.0,23.63,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767319,SAMN31775360,PRJNA913104,7175,Illumina MiSeq,84513,0.0,23.46,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767321,SAMN31775359,PRJNA913104,7175,Illumina MiSeq,115758,0.1,33.59,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767335,SAMN31775346,PRJNA913104,7175,Illumina MiSeq,99481,0.0,27.51,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767343,SAMN31775339,PRJNA913104,7178,Illumina MiSeq,104318,0.0,29.46,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767344,SAMN31775338,PRJNA913104,7178,Illumina MiSeq,66962,0.0,19.19,Culex tritaeniorhynchus,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
SRR22767345,SAMN31775337,PRJNA913104,7175,Illumina MiSeq,387306,0.2,103.3,Culex pipiens,AMPLICON,Metagenomic,Random Pcr,,2023/01/25
